% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=509605, Wed Apr  8 20:39:51 2020
1 10 -0.06784049675936735 -0.0026876801778030817 0.0033625690940898676 0.09607428634220637 1 1 1 1 1 1 1 1
2 20 -0.1430456259404958 -0.011818156156687788 0.005364540110835123 0.13762487161082734 1 1 1 1 1 1 1 1
3 30 -0.17086864726135553 -0.03342026219247909 0.005406295936377819 0.15752117037514998 1 1 1 1 1 1 1 1
4 40 -0.20017082570318764 -0.007191791745331627 0.0028270900177596405 0.15081670080706516 1 1 1 1 1 1 1 1
5 50 -0.1509693079548645 -0.004047904541695223 0.0024038016690952077 0.17391958474642072 1 1 1 1 1 1 1 1
6 60 -0.1558930918396353 -2.3538385524916357e-05 0.003917730842659963 0.16819718442354917 1 1 1 1 1 1 1 1
7 70 -0.19999678346733982 -0.002967780804567341 0.006477262974452283 0.2030801963994799 1 1 1 1 1 1 1 1
8 80 -0.1957886150678759 -0.012687688486396278 0.009045883585831443 0.20437697839802466 1 1 1 1 1 1 1 1
9 90 -0.17997273239955666 -0.00908649833649617 0.0164556133651095 0.19311204858343728 1 1 1 1 1 1 1 1
10 100 -0.18756973214466227 -0.04375691651143441 0.004970788833341225 0.2159601600729712 1 1 1 1 1 1 1 1
11 110 -0.1815313804521139 -0.009949385078293434 0.02195285138872468 0.1925581670519295 1 1 1 1 1 1 1 1
12 120 -0.2146628569897612 -0.003229676361630639 0.0150980351828134 0.22610541280235316 1 1 1 1 1 1 1 1
13 130 -0.22656841569730035 -0.03321256329808453 0.003918883701261233 0.21219694852115184 1 1 1 1 1 1 1 1
14 140 -0.21472258375780798 -0.004743206845880843 0.03917262167867647 0.2575764606871175 1 1 1 1 1 1 1 1
15 150 -0.23322530732525523 -0.0112702907054658 0.06494361018812518 0.2524917319501516 1 1 1 1 1 1 1 1
16 160 -0.22357381383843128 -0.009605077383960249 0.06333094933663873 0.24024886251196165 1 1 1 1 1 1 1 1
17 170 -0.20430608770856362 -0.0027058251571372436 0.01529986653426808 0.2557293262636552 1 1 1 1 1 1 1 1
18 180 -0.1884430254467971 -0.0048609484915596 0.025808122974335167 0.2644539354125493 1 1 1 1 1 1 1 1
19 190 -0.21601984863770143 -0.013970755614097668 0.008879923460833097 0.22526428526008196 1 1 1 1 1 1 1 1
20 200 -0.31789068316899644 -0.01630414089549404 0.00021808021243450784 0.2641945173426566 1 1 1 1 1 1 1 1
21 210 -0.35971928179994406 -0.01747380452023544 0.019777033957490392 0.25397474649145585 1 1 1 1 1 1 1 1
