% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=462088, Wed Apr  8 22:26:20 2020, <python>{}</python>
1 10 0.4619055457827823 1.0000437509570452 379.00164954239983 3.7900164954239983e+02 410.11918081938114 521.549394936582   
2 20 0.4435664868813945 1.235579579947706 375.4999236331474 3.7549992363314738e+02 400.7876044015238 514.1388007189325   
3 30 0.45642338537375193 1.224952736594326 375.4999236331474 3.7711563270453144e+02 403.8978967637908 502.96425393199036   
4 40 0.4592609036559382 1.2644901933129535 375.4999236331474 3.7826777244251480e+02 400.7685067109331 466.476974763277   
5 50 0.4857418249360135 1.3617038397760015 374.45324811366754 3.7445324811366754e+02 380.6940134640463 496.011479856857   
6 60 0.5189841880887417 1.4188013118430318 374.45324811366754 3.7551639440294349e+02 383.8816708087451 418.44848107178336   
7 70 0.5604937269047678 1.5912209267399438 373.76247981162487 3.7376247981162487e+02 379.8490726419783 432.970917420252   
8 80 0.5059506227357847 1.678669474327713 373.312513254977 3.7331251325497698e+02 395.75481976785017 447.7507238738867   
9 90 0.46161246381664933 1.8510915542482085 373.312513254977 3.7583578613507768e+02 384.47652419488077 401.9888923105873   
10 100 0.42133007384055043 1.8514827715186741 373.312513254977 3.7636129572531189e+02 381.22271913457496 402.4191952100231   
11 110 0.38193735578906957 1.9780585069148453 373.312513254977 3.7480693720346483e+02 380.00839818438453 406.757009174569   
12 120 0.36570319235021426 2.0232979625662213 373.312513254977 3.7428917053366729e+02 378.5794069107434 410.90908759463196   
13 130 0.35887352845942433 2.013606689110287 373.312513254977 3.7346756357007143e+02 377.18183523021156 401.07837143958477   
14 140 0.4141462397187484 2.0332551757510613 372.6738229046 3.7267382290460000e+02 378.9048674925617 403.83341518804764   
15 150 0.4897737259824106 2.1542458181969617 371.50960286417103 3.7150960286417103e+02 378.7539669850383 393.5119657890334   
16 160 0.547795113421894 2.3777571395077564 371.39890095726446 3.7139890095726446e+02 373.47780580054916 407.89095523487964   
17 170 0.5891975098086752 2.454767071298861 367.82633930141617 3.6782633930141617e+02 382.5057623637057 608.9456406823135   
18 180 0.5588549089325705 2.6735743688187315 367.82633930141617 3.7207060764474966e+02 386.56670763377144 417.0650127345222   
19 190 0.5483982526019049 2.770733754775793 367.82633930141617 3.7323764364208830e+02 380.233827651999 499.7341980302982   
20 200 0.5799985193902363 2.7549280126240685 367.82633930141617 3.7040280937760645e+02 375.14841304066283 403.2479358026378   
21 210 0.6220399388424087 2.779540699616855 367.82633930141617 3.7032287825473242e+02 375.08501419430917 404.48830762046236   
22 220 0.6471073613017571 2.825350378933382 366.98079979956543 3.6698079979956543e+02 392.31013859509255 438.0418851004382   
23 230 0.6215496450392172 2.9289032899339484 366.98079979956543 3.6744335444476405e+02 384.21151997610116 392.09578299458576   
24 240 0.5729676106334753 2.9479602144533588 366.98079979956543 3.6786641549400724e+02 381.5251450160845 403.46817502421027   
25 250 0.5971524828566889 3.005500745127024 366.98079979956543 3.6727193672757289e+02 380.39116374903944 388.88942790936426   
26 260 0.65370010362686 3.3418105774433395 365.6555241197165 3.6565552411971652e+02 376.042766739896 486.31391561362784   
27 270 0.748328661774662 3.9296005238554925 363.8723741030934 3.6387237410309342e+02 372.0633851292238 401.12737243107733   
28 280 0.7958461239301828 4.294672154037561 362.91593350244136 3.6291593350244136e+02 374.5315183095628 490.6905590988758   
29 290 0.7845671352676976 4.492841365363496 362.91593350244136 3.6295604600516953e+02 369.5837788558043 429.85141266569957   
30 300 0.7478182253419697 4.98156830242785 361.9766198246698 3.6197661982466980e+02 370.31923794017996 390.4555094603698   
31 310 0.6979478101773492 5.275541048460866 361.9766198246698 3.6291122925699449e+02 369.67970468533167 380.6556835817298   
32 320 0.6330341018433453 5.536612468019512 361.9766198246698 3.6324654059988495e+02 380.31477925548336 430.8422806428208   
33 330 0.5991362805046785 5.519820218361756 361.9766198246698 3.6404444145607636e+02 369.6277684415093 383.32995348218475   
34 340 0.5556893420930135 5.592922496149167 361.9766198246698 3.6386299085819320e+02 368.85944196160267 379.52573007206456   
