% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=841059, Wed Apr  1 10:13:27 2020, <python>{}</python>
1 10 0.4891896240444322 1.0000437509570452 321.9013792046053 3.2190137920460529e+02 354.33250251570803 461.110039404466   
2 20 0.47644718660114954 1.27326448694816 318.5990174844539 3.1859901748445390e+02 341.039529569308 546.8232686117852   
3 30 0.4579456174945867 1.408989453362157 318.5990174844539 3.1970839031624433e+02 368.0210318839892 406.9220514192392   
4 40 0.4649585057838481 1.4837419551603044 317.93830322474173 3.1793830322474173e+02 348.0188194607149 427.5824671713104   
5 50 0.4011869367862869 1.5742983274605222 316.925573005783 3.1692557300578301e+02 363.4264510698229 431.96880833126556   
6 60 0.3759758255358218 1.6817380771417803 313.68246200353326 3.1368246200353326e+02 325.4618295287494 389.9774970454574   
7 70 0.34434515886749084 1.728153471479773 313.68246200353326 3.2092736310108461e+02 327.4768627950042 387.62887061547235   
8 80 0.32021313345189273 1.8182509837350431 313.68246200353326 3.1499485157845379e+02 324.084482205113 364.06325721019584   
9 90 0.29161786228271785 1.7757485540916702 313.68246200353326 3.1372806230370293e+02 330.6480275933079 339.3896164601263   
10 100 0.2649742789291662 1.898625511548582 313.68246200353326 3.1712015218475608e+02 322.713142699935 367.3729143861678   
11 110 0.23532923526810196 1.9025914039645313 313.68246200353326 3.1547906427860113e+02 321.8537458916469 343.1472155883322   
12 120 0.23313636492526837 1.8744156944060542 313.5981732190847 3.1359817321908469e+02 321.67009387223027 350.4266830045354   
13 130 0.22707661378456082 2.015857339050923 313.5981732190847 3.1497315838409378e+02 324.2007075374996 346.0246782094894   
14 140 0.19668697762019113 2.072909708435078 313.5981732190847 3.1639110861260514e+02 319.5220192042261 327.4426253561292   
15 150 0.19822649091058994 2.132856246733405 313.5981732190847 3.1482313652397187e+02 320.855498199087 324.4168455355498   
16 160 0.18579446335922 2.1737478010125826 313.5981732190847 3.1475402551594851e+02 319.88592881904765 323.20672326828344   
17 170 0.17144358444652208 2.213524945370508 313.3315718149226 3.1333157181492260e+02 320.1087290600371 327.9549725098973   
18 180 0.16605424115415737 2.2232699767502258 312.0324087022632 3.1203240870226318e+02 315.68038139989187 324.956004659891   
19 190 0.17033477263992253 2.1623188981407524 312.0324087022632 3.1273731095129449e+02 316.8764509132119 329.2611878418662   
20 200 0.16554863726904728 2.2268891276150327 312.0324087022632 3.1267879947751123e+02 314.898480591403 319.7265369933449   
21 210 0.17435073527862102 2.4582841311906134 311.8486646824961 3.1184866468249612e+02 313.80614820623725 318.1225595130148   
