% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=841059, Wed Apr  1 10:13:27 2020
1 10 -0.1475518753337915 -0.002936426000438439 0.004149094129834187 0.04558294044183772 1 1 1 1 1 1 1 1
2 20 -0.15788889266435635 -0.015239157644179203 0.006383843181696342 0.04854991410124054 1 1 1 1 1 1 1 1
3 30 -0.1634593263540472 -0.00027254382308796203 0.00558786300625057 0.08105005241906134 1 1 1 1 1 1 1 1
4 40 -0.20629491062963412 -0.011470724270849768 0.002876718055618114 0.09077495033729291 1 1 1 1 1 1 1 1
5 50 -0.21677873412848359 -0.001550825281559129 0.012862990453547026 0.11408915827287602 1 1 1 1 1 1 1 1
6 60 -0.2162344551430469 -0.0028371968633151123 0.000681009399339913 0.17590369134828726 1 1 1 1 1 1 1 1
7 70 -0.2278978130283487 -0.011458350631064339 0.014555913097896113 0.134318350642776 1 1 1 1 1 1 1 1
8 80 -0.1889821348769312 -0.004035347048061153 0.0037660723182564846 0.12028009469221147 1 1 1 1 1 1 1 1
9 90 -0.2271919910469355 -0.006557992746307132 0.006202903124921513 0.1329784563072706 1 1 1 1 1 1 1 1
10 100 -0.23730697871950737 -0.007866204321866686 0.004034622829812953 0.11333819519825698 1 1 1 1 1 1 1 1
11 110 -0.2385611424547677 -0.005243012603768185 0.02007257976171119 0.12898015382524713 1 1 1 1 1 1 1 1
12 120 -0.265101455571998 -0.007526725439181212 0.00027070711098560457 0.14243664098031078 1 1 1 1 1 1 1 1
13 130 -0.29042937166830884 -0.002139610218856089 0.04137528723745378 0.15236800720541072 1 1 1 1 1 1 1 1
14 140 -0.26757352434746046 -0.000541596581887076 0.013609782321689851 0.15200345512772562 1 1 1 1 1 1 1 1
15 150 -0.28042095091516794 -0.006959457054380566 0.0021511974998665888 0.18047464508949776 1 1 1 1 1 1 1 1
